"project_name","scope","credits_issued"
"GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA014","Community","44495"
"GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA015","Community","42284"
"SPOUTS Water Purifier Programme in Africa","Community",NA
"GS11638 VPA-1 SPOUTS Water Purifier Programme in Africa- WPS in Rwanda- VPA 1","Community",NA
"GS11638 VPA-2 SPOUTS Water Purifier Programme in Africa- WPS in Uganda by TASC- VPA 2","Community","45855"
"Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 018","Community",NA
"Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 019","Community",NA
"Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 020","Community",NA
"UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-15","Community","7732"
"VPA 01: Clean Cooking for Environmental Conservation in Ethiopia","Community",NA
"Implementation of clean energy technology in rural areas of India-1","Community","111375"
"Implementation of clean energy technology in rural areas of India-2","Community","113671"
"Smart Cookstove Program by TATA Communications","Community",NA
"Clean Cooking to Combat Climate Change in Tanzania","Community",NA
"POA-GS11658-Smart Cookstove Program by TATA Communications – Climate Resilient Village Program: Meghalaya Project – VPA01","Community",NA
"Gazisehir LFG Utilization Project","Waste Management",NA
"GS11623 GS11627 RVPA CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology","Industrial/Commercial",NA
"GS11623 GS11627 RVPA-2 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology","Industrial/Commercial",NA
"GS11623 GS11627 RVPA-3 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology","Industrial/Commercial",NA
"Energy Efficient cookstove for sustainable development in rural south nyanza communities.","Community",NA
"Highveld Air Quality - eMbalenhle Project","Community","13813"
"Azra Tech Advanced Hull Coating -  Blue Race ™ (Blue Reduction mArine Co2 Emission)","Transportation",NA
"GS10789 VPA61: Efficient and Clean Cooking for households in Nigeria","Community","590015"
"GS10789 VPA71: Efficient and Clean Cooking for households in Ghana","Community",NA
"GS10789 VPA81: Efficient and Clean Cooking for households in Senegal","Community",NA
"Dongrui Animal Manure Management System GHG Mitigation Project in Heyuan City","Agriculture","701764"
"GS7591 VPA 47 GIF Gash-Barka Safe Water Project","Community",NA
"GS  Biomass Energy Conservation Programme","Community",NA
"Afyon Biogas Power Plant","Agriculture",NA
"Uganda Dairy Biogas Program","Community",NA
"Safe Water Development of the Americas","Community",NA
"Safe Water Supply - Choluteca VPA 001(R)","Community",NA
"CPA - KE - 001 Kibera","Community",NA
"CPA-KE-008-Kisumu","Community",NA
"UpEnergy Open Access Improved Cookstoves Program in Latin America- El Salvador","Community",NA
"CPA-KE-009-Kenya","Community",NA
"CPA-KE-010-Kenya Samsung Mombasa Project","Community",NA
"CDM-KE-011 Kenya EcoEye Mombasa Project","Community",NA
"CPA-KE-012-Kenya Samsung Project","Community",NA
"Mubende Stoves Improved Cook Stove Enterprise","Community",NA
"GS11695 PoA Implementation of water purifiers for clean water in India","Community",NA
"GS11695 VPA-1 Water Purifier Project in Maharashtra India","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-30","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-31","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-32","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-33","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-34","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-35","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-36","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-37","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-38","Community",NA
"GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-39","Community",NA
"Methane Reduction from Rice Cultivation in Punjab Pakistan","Agriculture",NA
"Tieqilishi AWMS GHG Mitigation Project in Sichuan Province","Agriculture",NA
"CPA-MA-28-Madagascar Ethanol Stove Program","Community",NA
"Indonesia Domestic Biogas Programme of Activities (IDBP)","Community",NA
"Tieqilishi AWMS GHG Mitigation Project in Guizhou Province","Agriculture",NA
"The OASIS Box Sustainable Project","Community",NA
"Promotion of clean cooking solutions in rural India by Infosys – VPA 2","Community","55154"
"Improved Cookstoves and Sustainable Fuel Dissemination Program in Ghana","Community",NA
"Deployment of LPG Cookstoves in Kenya POA","Community",NA
"Brigo Sustainable Transport","Transportation",NA
"Manaus Landfill Gas Project","Waste Management","717141"
"Agasco Improved Cookstoves Nigeria","Community",NA
"Chipangali Safe Water Access Project","Community",NA
"GS10789 VPA47: Efficient and Clean Cooking for households in Tanzania","Community",NA
"GS10789 VPA42: Efficient and Clean Cooking for households in Tanzania","Community","2806"
"CTR São Gonçalo landfill gas project","Waste Management",NA
"GS10789 VPA76 Efficient and Clean Cooking for households in Ghana","Community",NA
"Indonesia Domestic Biogas Programme of Activities (IDBP)  VPA-1","Community","474498"
"GS10789 VP86: Efficient and Clean Cooking for households in Senegal","Community",NA
"GS10789 VPA66: Efficient and Clean Cooking for households in Nigeria","Community",NA
"VPA 47 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","9797"
"VPA 48 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","9798"
"VPA 50 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8994"
"VPA 51 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8992"
"VPA 52 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8992"
"GS1141 CLF Replacement Project Western Cape - CPA-01","Community",NA
"VPA 53 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8994"
"VPA 54 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8994"
"VPA 55 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8992"
"VPA 56 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8292"
"VPA 57 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8163"
"VPA 58- GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8160"
"VPA 59 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8161"
"VPA 60 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8162"
"VPA 61 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8164"
"VPA 62 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","8161"
"VPA 63 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","7591"
"VPA 64 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","7329"
"VPA 65 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","7329"
"VPA 66 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","7329"
"VPA 67 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","7329"
"VPA 68 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","7330"
"VPA 69 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","7330"
"VPA 70 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","7064"
"VPA 71 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","6578"
"VPA 72 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","6578"
"VPA 73 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","6578"
"VPA 74 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","6578"
"VPA 75 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","6580"
"VPA 76 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","6578"
"VPA 77 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","6578"
"VPA 78 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","6112"
"VPA 79 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","5745"
"VPA 80 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","5745"
"VPA 81 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","5745"
"VPA 82 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","5747"
"VPA 83 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","5746"
"VPA 84 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","5746"
"VPA 85 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","5097"
"VPA 86 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","4940"
"VPA 87 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","4939"
"Efficient Cooking Initiative for off-grid Communities","Community",NA
"GS11324 - VPA004 - Congo (DRC) Improved Cook Stoves VPA004 -Kintambo","Community",NA
"Congo (DRC) Improved Cook Stoves VPA 005 – Bandalungwa","Community",NA
"Congo (DRC) Improved Cook Stoves VPA 006 – Lemba","Community",NA
"Congo (DRC) Improved Cook Stoves VPA 007 – Lingwala","Community",NA
"Dziva Cookstove Project","Community",NA
"Fair Climate Programme for Sustainable Household Energy (PoA):  Bachat - Karnataka India (VPA 6)","Community","660"
"VPA 49 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","9177"
"GS Microscale PoA: Integrated Domestic  Energy Systems (IDES) for rural  communities in India","Community",NA
"GS Microscale PoA : Integrated Domestic  Energy Systems (IDES) for rural communities  in India– RVPA 01","Community","8055"
"GS Microscale PoA : Integrated Domestic  Energy Systems (IDES) for rural communities  in India– RVPA 02","Community","8055"
"GS Microscale PoA : Integrated Domestic  Energy Systems (IDES) for rural communities  in India– RVPA 03","Community","7833"
"GS Microscale PoA : Integrated Domestic  Energy Systems (IDES) for rural communities  in India– RVPA 04","Community","4620"
"GS Microscale VPA : Integrated Domestic Energy Systems (IDES) for rural communities in India","Community","6684"
"Electric Cooking Program by ATEC","Community",NA
"PoA GS11815- Electric Cooking Program by ATEC - Electric Cooking Program in Cambodia by ATEC-VPA01","Community",NA
"PoA GS11815- Electric Cooking Program by ATEC - Electric Cooking Program in Bangladesh by ATEC-VPA02","Community",NA
"Small Farmers' Carbon Farming Project in Taiwan","Agriculture",NA
"GS1183 Kenya Improved woodstoves POA","Community",NA
"VPA 88  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","4941"
"VPA 89 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","4941"
"VPA 90  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","4710"
"VPA 91  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","4108"
"VPA  92  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","4108"
"VPA 93  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","4107"
"VPA 94 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","4108"
